2026-05-14 11:25:02,290 | INFO | app.main | Initializing mailbox assistant env=dev log_level=INFO log_file=C:\Users\sono.pathak\Projects\mailbox_auto_assistant\data\logs\app.log
2026-05-14 11:35:57,818 | INFO | werkzeug | 127.0.0.1 - - [14/May/2026 11:35:57] "POST /api/v1/process HTTP/1.1" 200 -
2026-05-14 11:37:36,950 | INFO | app.application.pipeline | Starting processing --------------------------------
2026-05-14 11:37:36,961 | INFO | app.application.pipeline | Starting email agent to fetch unread emails from the mailbox .............................
2026-05-14 11:37:39,429 | INFO | werkzeug | 127.0.0.1 - - [14/May/2026 11:37:39] "GET /api/v1/sender-titles?email_id=Sono.Pathak2@ihg.com HTTP/1.1" 200 -
2026-05-14 11:37:39,431 | INFO | app.application.pipeline | Completed email agent to fetch unread emails from the mailbox : 1
2026-05-14 11:37:39,432 | INFO | app.application.pipeline | Agent started processing to check for VIP mails ................
2026-05-14 11:48:25,414 | INFO | app.main | Initializing mailbox assistant env=dev log_level=INFO log_file=C:\Users\sono.pathak\Projects\mailbox_auto_assistant\data\logs\app.log
2026-05-14 11:48:27,777 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2026-05-14 11:48:27,778 | INFO | werkzeug | [33mPress CTRL+C to quit[0m
2026-05-14 11:48:32,185 | INFO | app.application.pipeline | Starting processing --------------------------------
2026-05-14 11:48:32,196 | INFO | app.application.pipeline | Starting email agent to fetch unread emails from the mailbox .............................
2026-05-14 11:48:33,577 | INFO | werkzeug | 127.0.0.1 - - [14/May/2026 11:48:33] "GET /api/v1/sender-titles?email_id=Sono.Pathak2@ihg.com HTTP/1.1" 200 -
2026-05-14 11:48:33,579 | INFO | app.application.pipeline | Completed email agent to fetch unread emails from the mailbox : 1
2026-05-14 11:48:33,582 | INFO | app.application.pipeline | Agent started processing to check for VIP mails ................
2026-05-14 11:48:36,697 | WARNING | app.application.pipeline | VIP sender detected — email_id=AAMkADM0ZTQ4ZDJiLTQ4MjgtNDg4My1iMDg2LTczY2ZiNTk5MGFkNQBGAAAAAACa8LVPfjxOQZYksxi2WYj_BwD52zSa9vOrQ6efrfy-oR_-AAAAAAEMAAD52zSa9vOrQ6efrfy-oR_-AAAAAr3HAAA= from='Pathak, Sono (Accenture), Corporate Vendor <Sono.Pathak2@ihg.com>'. Flagged for manual review by escalation contact: sono.pathak@ihg.com
2026-05-14 11:48:37,426 | INFO | app.application.pipeline | VIP mail detected by agent and support team will notified for this mails : AAMkADM0ZTQ4ZDJiLTQ4MjgtNDg4My1iMDg2LTczY2ZiNTk5MGFkNQBGAAAAAACa8LVPfjxOQZYksxi2WYj_BwD52zSa9vOrQ6efrfy-oR_-AAAAAAEMAAD52zSa9vOrQ6efrfy-oR_-AAAAAr3HAAA=
2026-05-14 11:48:37,431 | INFO | werkzeug | 127.0.0.1 - - [14/May/2026 11:48:37] "POST /api/v1/process HTTP/1.1" 200 -
